location,off_time,horse_name,jockey,trainer,trainer_win_pct,trainer_runs,age,distance_f,race_class,field_size,form_string,odds,status,going,distance,cd_winner,rp_or,rp_rpr,rp_ts
Salisbury,7:27,Herstmonceux,Lewis Edmunds,William Muir & Chris Grassick,6.0,16.0,3.0,10.0,Class 3,5,5,36.0,Active,Good To Firm,1m1f201y,0,0.0,0.0,0.0
Salisbury,7:27,Golden Island,Jack Mitchell,Heather Main,0.0,3.0,3.0,10.0,Class 3,5,3,12.0,Active,Good To Firm,1m1f201y,0,0.0,0.0,0.0
Salisbury,7:57,Moab,Jason Watson,Henrietta C Knight,0.0,2.0,6.0,14.0,Class 6,6,3416-3,4.2,Active,Good To Firm,1m6f44y,0,63.0,0.0,0.0
Salisbury,7:57,Digger One,Josephine Gordon,Keiran Burke,0.0,4.0,5.0,14.0,Class 6,6,948,19.5,Active,Good To Firm,1m6f44y,0,60.0,0.0,0.0
Salisbury,7:57,Masterdream,Charles Bishop,Neil Mulholland,0.0,9.0,9.0,14.0,Class 6,6,/439-2,15.0,Active,Good To Firm,1m6f44y,0,58.0,0.0,0.0
Salisbury,7:57,A Daughters Love,Sean Levey,David Flood,0.0,6.0,3.0,14.0,Class 6,6,115012,3.2,Active,Good To Firm,1m6f44y,0,64.0,0.0,0.0
Salisbury,7:57,Basilette,Ray Dawson,Jeff Mullins,0.0,1.0,7.0,14.0,Class 6,6,5/3136,3.95,Active,Good To Firm,1m6f44y,0,52.0,0.0,0.0
Salisbury,7:57,Panthere Noir,Tyler Heard,Luke Dace,0.0,3.0,3.0,14.0,Class 6,6,393213,8.0,Active,Good To Firm,1m6f44y,0,52.0,0.0,0.0
York,1:50,Exclusive Code,James Doyle,Archie Watson,0.0,28.0,3.0,8.0,Class 2,19,44-101,18.0,Active,Good To Soft,0m7f192y,0,99.0,0.0,0.0
York,1:50,St Anton,Pat Dobbs,Richard Hannon,4.0,52.0,3.0,8.0,Class 2,19,-31101,30.0,Active,Good To Soft,0m7f192y,0,97.0,0.0,0.0
York,1:50,Outback Heat,Kaiya Fraser,Harry Eustace,25.0,16.0,3.0,8.0,Class 2,19,1312,11.5,Active,Good To Soft,0m7f192y,0,96.0,0.0,0.0
York,1:50,Command The Stars,Darragh Keenan,George Scott,18.0,17.0,3.0,8.0,Class 2,19,7-774D,90.0,Active,Good To Soft,0m7f192y,0,94.0,0.0,0.0
York,1:50,Blue Courvoisier,Rossa Ryan,Clive Cox,26.0,27.0,3.0,8.0,Class 2,19,-24103,10.5,Active,Good To Soft,0m7f192y,0,92.0,0.0,0.0
York,1:50,Noelan Star,Daniel Tudhope,Edward Bethell,31.0,29.0,3.0,8.0,Class 2,19,1-1301,48.0,Active,Good To Soft,0m7f192y,0,92.0,0.0,0.0
York,1:50,Zennor Storm,Tom Marquand,William Haggas,20.0,41.0,3.0,8.0,Class 2,19,1-9042,6.4,Active,Good To Soft,0m7f192y,0,92.0,0.0,0.0
York,1:50,Lion of Alba,David Probert,Hugo Palmer,6.0,34.0,3.0,8.0,Class 2,19,1-7477,22.5,Active,Good To Soft,0m7f192y,0,90.0,0.0,0.0
York,1:50,Welbury,Oisin Orr,Edward Bethell,31.0,29.0,3.0,8.0,Class 2,19,122411,32.0,Active,Good To Soft,0m7f192y,0,90.0,0.0,0.0
York,1:50,Intense Vision,Silvestre De Sousa,Oli Rix,0.0,4.0,3.0,8.0,Class 2,19,11-300,11.5,Active,Good To Soft,0m7f192y,0,90.0,0.0,0.0
York,1:50,Jeddaal,Kieran Shoemark,Ed Walker,7.0,44.0,3.0,8.0,Class 2,19,5-1314,19.5,Active,Good To Soft,0m7f192y,0,89.0,0.0,0.0
York,1:50,Ironwill,Marco Ghiani,Stuart Williams,10.0,31.0,3.0,8.0,Class 2,19,-55312,30.0,Active,Good To Soft,0m7f192y,0,88.0,0.0,0.0
York,1:50,Bearish,Oisin Murphy,Ed Dunlop,6.0,18.0,3.0,8.0,Class 2,19,4-121,9.6,Active,Good To Soft,0m7f192y,0,87.0,0.0,0.0
York,1:50,Eklleem,William Buick,William Haggas,20.0,41.0,3.0,8.0,Class 2,19,62-41,17.5,Active,Good To Soft,0m7f192y,0,87.0,0.0,0.0
York,1:50,Krasimir,Colin Keane,G M Lyons,7.0,14.0,3.0,8.0,Class 2,19,-23313,25.0,Active,Good To Soft,0m7f192y,0,86.0,0.0,0.0
York,1:50,Astrazar,Ashley Lewis(3),Ed Walker,7.0,44.0,3.0,8.0,Class 2,19,1-9742,48.0,Active,Good To Soft,0m7f192y,0,85.0,0.0,0.0
York,1:50,Storming Point,Rob Hornby,Gary & Josh Moore,17.0,18.0,3.0,8.0,Class 2,19,2-3226,17.5,Active,Good To Soft,0m7f192y,0,85.0,0.0,0.0
York,1:50,Daydreama,James Sullivan,Tim Easterby,5.0,85.0,3.0,8.0,Class 2,19,290782,55.0,Active,Good To Soft,0m7f192y,0,84.0,0.0,0.0
York,1:50,Start Me Up,Saffie Osborne,Richard Spencer,6.0,16.0,3.0,8.0,Class 2,19,751146,32.0,Active,Good To Soft,0m7f192y,0,84.0,0.0,0.0
York,1:50,Le Samourai,Edward Greatrex,Ralph Beckett,20.0,30.0,3.0,8.0,Class 2,19,012,26.0,Active,Good To Soft,0m7f192y,0,84.0,0.0,0.0
York,2:25,Caballo De Mar,Oisin Murphy,George Scott,18.0,17.0,5.0,16.5,Class 1,8,7-2210,3.15,Active,Good To Soft,2m0f56y,0,115.0,0.0,0.0
York,2:25,Al Nayyir,William Buick,Tom Clover,12.0,17.0,8.0,16.5,Class 1,8,3-1327,9.0,Active,Good To Soft,2m0f56y,0,113.0,0.0,0.0
York,2:25,Amiloc,Rossa Ryan,Ralph Beckett,20.0,30.0,4.0,16.5,Class 1,8,24-66U,5.7,Active,Good To Soft,2m0f56y,0,115.0,0.0,0.0
York,2:25,Carmers,W J Lee,P Twomey,0.0,15.0,4.0,16.5,Class 1,8,25-516,12.5,Active,Good To Soft,2m0f56y,0,112.0,0.0,0.0
York,2:25,Columbus,Colin Keane,W P Mullins,40.0,25.0,5.0,16.5,Class 1,8,4536-0,12.0,Active,Good To Soft,2m0f56y,0,107.0,0.0,0.0
York,2:25,French Master,James Doyle,John & Thady Gosden,23.0,22.0,5.0,16.5,Class 1,8,0-3524,18.5,Active,Good To Soft,2m0f56y,0,108.0,0.0,0.0
York,2:25,Illinois,Ryan Moore,A P O'Brien,22.0,46.0,5.0,16.5,Class 1,8,-36155,8.0,Active,Good To Soft,2m0f56y,0,108.0,0.0,0.0
York,2:25,Mount Atlas,P J McDonald,Andrew Balding,17.0,60.0,5.0,16.5,Class 1,8,4-2231,7.6,Active,Good To Soft,2m0f56y,0,112.0,0.0,0.0
York,2:25,Quickthorn,Tom Marquand,Hughie Morrison,17.0,6.0,9.0,16.5,Class 1,8,65461/,44.0,Active,Good To Soft,2m0f56y,0,108.0,0.0,0.0
York,3:00,Adaay of Scarlett,Oisin Murphy,Hugo Palmer,6.0,34.0,2.0,6.0,Class 1,10,112222,5.8,Active,Good To Soft,0m6f0y,0,106.0,0.0,0.0
York,3:00,Agamemnon,Kieran Shoemark,Richard Hughes,11.0,27.0,2.0,6.0,Class 1,10,61832,22.0,Active,Good To Soft,0m6f0y,0,104.0,0.0,0.0
York,3:00,Arapaho Gold,Connor Beasley,Michael Dods,12.0,26.0,2.0,6.0,Class 1,10,111,3.95,Active,Good To Soft,0m6f0y,0,104.0,0.0,0.0
York,3:00,Final Objective,James Doyle,Hamad Al Jehani,25.0,4.0,2.0,6.0,Class 1,10,2741,12.5,Active,Good To Soft,0m6f0y,0,100.0,0.0,0.0
York,3:00,Great Oak,Clifford Lee,K. R. Burke,22.0,37.0,2.0,6.0,Class 1,10,1,15.0,Active,Good To Soft,0m6f0y,0,0.0,0.0,0.0
York,3:00,Hell Of A Spin,M. P. Sheehy,Adrian Keatley,13.0,15.0,2.0,6.0,Class 1,10,213,18.5,Active,Good To Soft,0m6f0y,0,100.0,0.0,0.0
York,3:00,Marco Polo,Ryan Moore,A P O'Brien,22.0,46.0,2.0,6.0,Class 1,10,2,3.8,Active,Good To Soft,0m6f0y,0,0.0,0.0,0.0
York,3:00,Matteo,Kevin Stott,Kevin Ryan,4.0,28.0,2.0,6.0,Class 1,10,11,23.0,Active,Good To Soft,0m6f0y,0,91.0,0.0,0.0
York,3:00,Mrair,Tom Marquand,George Scott,18.0,17.0,2.0,6.0,Class 1,10,218,25.0,Active,Good To Soft,0m6f0y,0,102.0,0.0,0.0
York,3:00,Mussab,Colin Keane,Richard & Peter Fahey,18.0,40.0,2.0,6.0,Class 1,10,33,22.0,Active,Good To Soft,0m6f0y,0,97.0,0.0,0.0
York,3:00,Never Enough,William Buick,Ed Walker,7.0,44.0,2.0,6.0,Class 1,10,21,18.0,Active,Good To Soft,0m6f0y,0,86.0,0.0,0.0
York,3:00,Ronson,Silvestre De Sousa,Nigel Tinkler,9.0,22.0,2.0,6.0,Class 1,10,7124,110.0,Active,Good To Soft,0m6f0y,0,92.0,0.0,0.0
York,3:35,Ain't Nobody,Kevin Stott,Kevin Ryan,4.0,28.0,4.0,5.0,Class 1,18,07-090,5.0,Active,Good To Soft,0m5f0y,0,104.0,0.0,0.0
York,3:35,American Affair,Paul Mulrennan,Jim Goldie,10.0,39.0,6.0,5.0,Class 1,18,-02061,9.6,Active,Good To Soft,0m5f0y,0,112.0,0.0,0.0
York,3:35,Cover Up,William Buick,Simon & Ed Crisford,32.0,28.0,6.0,5.0,Class 1,18,-13801,25.0,Active,Good To Soft,0m5f0y,0,109.0,0.0,0.0
York,3:35,Jm Jungle,Jason Hart,John & Sean Quinn,8.0,13.0,6.0,5.0,Class 1,18,-49035,48.0,Active,Good To Soft,0m5f0y,0,107.0,0.0,0.0
York,3:35,Night Raider,James Doyle,K. R. Burke,22.0,37.0,5.0,5.0,Class 1,18,0-1100,10.5,Active,Good To Soft,0m5f0y,0,111.0,0.0,0.0
York,3:35,Partisan Hero,Tom Marquand,David Loughnane,20.0,10.0,6.0,5.0,Class 1,18,713327,120.0,Active,Good To Soft,0m5f0y,0,106.0,0.0,0.0
York,3:35,Redorange,P J McDonald,Clive Cox,26.0,27.0,4.0,5.0,Class 1,18,7-8141,32.0,Active,Good To Soft,0m5f0y,0,108.0,0.0,0.0
York,3:35,Rumstar,Rob Hornby,Jonathan Portman,0.0,9.0,6.0,5.0,Class 1,18,0-2012,30.0,Active,Good To Soft,0m5f0y,0,110.0,0.0,0.0
York,3:35,Starlust,Rossa Ryan,Ralph Beckett,20.0,30.0,5.0,5.0,Class 1,18,74-604,21.0,Active,Good To Soft,0m5f0y,0,106.0,0.0,0.0
York,3:35,Bacio,Juan J Hernandez,Wesley A Ward,0.0,0.0,3.0,5.0,Class 1,18,121-11,4.6,Active,Good To Soft,0m5f0y,0,114.0,0.0,0.0
York,3:35,Mission Central,Ryan Moore,A P O'Brien,22.0,46.0,3.0,5.0,Class 1,18,0-1117,11.0,Active,Good To Soft,0m5f0y,0,115.0,0.0,0.0
York,3:35,Asfoora,Oisin Murphy,Henry Dwyer,0.0,1.0,8.0,5.0,Class 1,18,-00794,18.0,Active,Good To Soft,0m5f0y,0,108.0,0.0,0.0
York,3:35,Azure Angel,Daniel Tudhope,Edward Bethell,31.0,29.0,6.0,5.0,Class 1,18,615050,200.0,Active,Good To Soft,0m5f0y,0,103.0,0.0,0.0
York,3:35,Heavenly Heather,Barry McHugh,Tracy Waggott,0.0,2.0,5.0,5.0,Class 1,18,254260,130.0,Active,Good To Soft,0m5f0y,0,104.0,0.0,0.0
York,3:35,Rayevka,Mickael Barzalona,F-H Graffard,25.0,36.0,4.0,5.0,Class 1,18,6-5612,7.2,Active,Good To Soft,0m5f0y,0,108.0,0.0,0.0
York,3:35,Time For Sandals,Kieran Shoemark,Harry Eustace,25.0,16.0,4.0,5.0,Class 1,18,-58003,34.0,Active,Good To Soft,0m5f0y,0,107.0,0.0,0.0
York,3:35,Fitzella,Colin Keane,Hugo Palmer,6.0,34.0,3.0,5.0,Class 1,18,-56505,200.0,Active,Good To Soft,0m5f0y,0,102.0,0.0,0.0
York,3:35,Pershaada,Silvestre De Sousa,Richard Hannon,4.0,52.0,2.0,5.0,Class 1,18,32141,13.5,Active,Good To Soft,0m5f0y,0,106.0,0.0,0.0
York,4:10,Plage De Havre,P J McDonald,Andrew Balding,17.0,60.0,5.0,12.0,Class 2,16,31-639,8.2,Active,Good To Soft,1m3f188y,0,100.0,0.0,0.0
York,4:10,Wave Rider,Oisin Murphy,George Scott,18.0,17.0,4.0,12.0,Class 2,16,12-030,7.8,Active,Good To Soft,1m3f188y,0,99.0,0.0,0.0
York,4:10,French Duke,James Doyle,Hamad Al Jehani,25.0,4.0,5.0,12.0,Class 2,16,-16066,15.0,Active,Good To Soft,1m3f188y,0,97.0,0.0,0.0
York,4:10,Master Vintner,Rossa Ryan,Ralph Beckett,20.0,30.0,4.0,12.0,Class 2,16,0-7221,17.0,Active,Good To Soft,1m3f188y,0,96.0,0.0,0.0
York,4:10,Ernst Blofeld,Daniel Tudhope,Hamad Al Jehani,25.0,4.0,4.0,12.0,Class 2,16,0-4175,29.0,Active,Good To Soft,1m3f188y,0,95.0,0.0,0.0
York,4:10,Tycoon,Ryan Moore,Kevin Philippart De Foy,8.0,12.0,4.0,12.0,Class 2,16,-53032,14.0,Active,Good To Soft,1m3f188y,0,94.0,0.0,0.0
York,4:10,Master Builder,Tom Marquand,David Menuisier,0.0,7.0,5.0,12.0,Class 2,16,0600-1,8.6,Active,Good To Soft,1m3f188y,0,92.0,0.0,0.0
York,4:10,Sportingsilvermine,Marco Ghiani,James Owen,18.0,39.0,5.0,12.0,Class 2,16,713102,24.0,Active,Good To Soft,1m3f188y,0,92.0,0.0,0.0
York,4:10,Say What You See,Billy Garritty,Liam Bailey,0.0,7.0,4.0,12.0,Class 2,16,352112,18.5,Active,Good To Soft,1m3f188y,0,91.0,0.0,0.0
York,4:10,Truth Be Told,W J Lee,M C Grassick,20.0,5.0,4.0,12.0,Class 2,16,941-12,27.5,Active,Good To Soft,1m3f188y,0,91.0,0.0,0.0
York,4:10,Explode,William Buick,Faye Bramley,11.0,9.0,4.0,12.0,Class 2,16,60-811,15.5,Active,Good To Soft,1m3f188y,0,85.0,0.0,0.0
York,4:10,Zanndabad,Jamie Spencer,A J Martin,0.0,4.0,7.0,12.0,Class 2,16,049-88,16.0,Active,Good To Soft,1m3f188y,0,89.0,0.0,0.0
York,4:10,Shadow Dance,Kaiya Fraser,Rebecca Menzies,0.0,8.0,6.0,12.0,Class 2,16,07-670,75.0,Active,Good To Soft,1m3f188y,0,89.0,0.0,0.0
York,4:10,Genealogy,Clifford Lee,Faye Bramley,11.0,9.0,4.0,12.0,Class 2,16,/88-50,90.0,Active,Good To Soft,1m3f188y,0,88.0,0.0,0.0
York,4:10,Primo Lara,Colin Keane,Jane Chapple-Hyam,24.0,17.0,5.0,12.0,Class 2,16,962511,7.4,Active,Good To Soft,1m3f188y,0,86.0,0.0,0.0
York,4:10,Jimmy Speaking,Silvestre De Sousa,Chris Dwyer,0.0,8.0,5.0,12.0,Class 2,16,112944,65.0,Active,Good To Soft,1m3f188y,0,84.0,0.0,0.0
York,4:10,Cuff It,Saffie Osborne,Richard Spencer,6.0,16.0,3.0,12.0,Class 2,16,514,40.0,Active,Good To Soft,1m3f188y,0,87.0,0.0,0.0
York,4:45,Benjamin Hornigold,Colin Keane,Joseph Patrick O'Brien,15.0,62.0,2.0,7.0,Class 2,14,,29.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Dover Street,Pat Dobbs,Richard Hannon,4.0,52.0,2.0,7.0,Class 2,14,5,60.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Galipi,Tom Marquand,Charles Hills,19.0,21.0,2.0,7.0,Class 2,14,35,230.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Game Character,David Probert,Hugo Palmer,6.0,34.0,2.0,7.0,Class 2,14,,70.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Lancaster Tower,William Buick,John & Thady Gosden,23.0,22.0,2.0,7.0,Class 2,14,3,3.45,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Launch Sequence,James Doyle,K. R. Burke,22.0,37.0,2.0,7.0,Class 2,14,33,6.6,Active,Good To Soft,0m7f0y,0,85.0,0.0,0.0
York,4:45,Magwitch,Kevin Stott,Kevin Ryan,4.0,28.0,2.0,7.0,Class 2,14,,30.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Master Celeritas,Jason Hart,John & Sean Quinn,8.0,13.0,2.0,7.0,Class 2,14,,130.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,My Remas,P J McDonald,Andrew Balding,17.0,60.0,2.0,7.0,Class 2,14,,22.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Oklahoma,Ryan Moore,A P O'Brien,22.0,46.0,2.0,7.0,Class 2,14,23,3.25,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Pete's Angel,Barry McHugh,Richard & Peter Fahey,18.0,40.0,2.0,7.0,Class 2,14,,30.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Rossbeigh,Edward Greatrex,Barry Brennan,33.0,3.0,2.0,7.0,Class 2,14,,32.5,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Sole Ambition,Kieran Shoemark,Ed Walker,7.0,44.0,2.0,7.0,Class 2,14,3,50.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,Speyside,Oisin Murphy,Hugo Palmer,6.0,34.0,2.0,7.0,Class 2,14,3,11.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,4:45,The Thinking Man,M. P. Sheehy,Adrian Keatley,13.0,15.0,2.0,7.0,Class 2,14,,240.0,Active,Good To Soft,0m7f0y,0,0.0,0.0,0.0
York,5:20,Naga,William Buick,John & Thady Gosden,23.0,22.0,4.0,10.5,Class 2,16,1-1346,5.0,Active,Good To Soft,1m2f56y,0,95.0,0.0,0.0
York,5:20,Sharpen,Jamie Spencer,George Boughey,26.0,27.0,4.0,10.5,Class 2,16,1427-9,60.0,Active,Good To Soft,1m2f56y,0,93.0,0.0,0.0
York,5:20,Janey Mackers,Tom Marquand,David Menuisier,0.0,7.0,4.0,10.5,Class 2,16,0150-3,13.0,Active,Good To Soft,1m2f56y,0,91.0,0.0,0.0
York,5:20,Lady Dora Mae,Ryan Moore,George Boughey,26.0,27.0,3.0,10.5,Class 2,16,122622,6.4,Active,Good To Soft,1m2f56y,0,95.0,0.0,0.0
York,5:20,Plaid,Oisin Murphy,James Fanshawe,25.0,24.0,3.0,10.5,Class 2,16,1-2153,8.8,Active,Good To Soft,1m2f56y,0,92.0,0.0,0.0
York,5:20,Electrifarhh,Kieran Shoemark,Ed Walker,7.0,44.0,4.0,10.5,Class 2,16,/2-763,22.0,Active,Good To Soft,1m2f56y,0,84.0,0.0,0.0
York,5:20,Rastnet,Rossa Ryan,John Butler,24.0,25.0,4.0,10.5,Class 2,16,222374,34.0,Active,Good To Soft,1m2f56y,0,84.0,0.0,0.0
York,5:20,Patagonia Girl,Ashley Lewis(3),Hugo Palmer,6.0,34.0,4.0,10.5,Class 2,16,217584,100.0,Active,Good To Soft,1m2f56y,0,81.0,0.0,0.0
York,5:20,Silver Lake,Saffie Osborne,William Haggas,20.0,41.0,3.0,10.5,Class 2,16,7-6311,3.15,Active,Good To Soft,1m2f56y,0,86.0,0.0,0.0
York,5:20,Dream Camp,Rob Hornby,Andrew Balding,17.0,60.0,3.0,10.5,Class 2,16,5-3101,19.5,Active,Good To Soft,1m2f56y,0,86.0,0.0,0.0
York,5:20,Folk Pageant,Marco Ghiani,Charlie Johnston,13.0,38.0,3.0,10.5,Class 2,16,110656,48.0,Active,Good To Soft,1m2f56y,0,85.0,0.0,0.0
York,5:20,Food For Thought,Edward Greatrex,Ralph Beckett,20.0,30.0,3.0,10.5,Class 2,16,2-4122,18.5,Active,Good To Soft,1m2f56y,0,84.0,0.0,0.0
York,5:20,Callianassa,Silvestre De Sousa,Brian Ellison,4.0,23.0,5.0,10.5,Class 2,16,576706,120.0,Active,Good To Soft,1m2f56y,0,77.0,0.0,0.0
York,5:20,Pendella,Jack Nicholls(3),K. R. Burke,22.0,37.0,3.0,10.5,Class 2,16,135231,11.0,Active,Good To Soft,1m2f56y,0,82.0,0.0,0.0
York,5:20,Dunkeld Dreamer,Cam Hardie,K. R. Burke,22.0,37.0,3.0,10.5,Class 2,16,142414,38.0,Active,Good To Soft,1m2f56y,0,81.0,0.0,0.0
York,5:20,Bearin Up,Duran Fentiman,Tim Easterby,5.0,85.0,3.0,10.5,Class 2,16,315125,120.0,Active,Good To Soft,1m2f56y,0,78.0,0.0,0.0
York,5:20,Bint Al Daar,Ethan Tindall(5),Kevin & Lauren Frost,10.0,10.0,6.0,10.5,Class 2,16,215879,100.0,Active,Good To Soft,1m2f56y,0,70.0,0.0,0.0
Kilbeggan,4:56,Baila Conmigo,Eoin Walsh,Ciaran Murphy,27.0,11.0,4.0,16.0,,14,/-,24.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Hinchinbrooke,G B Noonan,E McNamara,0.0,7.0,4.0,16.0,,14,50,21.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Puppet Master,Eoghan Finegan(5),Ciaran Murphy,27.0,11.0,4.0,16.0,,14,8-5,7.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Kimi De Mai,Danny Mullins,W P Mullins,40.0,25.0,6.0,16.0,,14,5337-0,1.7,Active,Good,2m0f0y,0,117.0,0.0,0.0
Kilbeggan,4:56,Charles The Bold,Mr E M Nugent(7),Brian M McMahon,0.0,2.0,6.0,16.0,,14,2416-9,21.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,First Ascent,Jack Kennedy,Gordon Elliott,11.0,38.0,5.0,16.0,,14,P-542,4.4,Active,Good,2m0f0y,0,100.0,0.0,0.0
Kilbeggan,4:56,Grabat,Brian Hayes,Philip Fenton,0.0,2.0,5.0,16.0,,14,06,21.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Jodoro,P J O'Hanlon,Dermot A McLoughlin,17.0,6.0,5.0,16.0,,14,5P9-7U,36.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Le Roi Arthur,Kieren Buckley,Edward Buckley,0.0,3.0,5.0,16.0,,14,/439-F,22.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Anns Getaway,Mr N McParlan,S McParlan,0.0,4.0,6.0,16.0,,14,03-0,21.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Mistakenforanother,Daniel King,John Patrick Ryan,0.0,19.0,5.0,16.0,,14,4258,15.5,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Rene's Gold,Donagh Meyler,Ross O'Sullivan,8.0,12.0,5.0,16.0,,14,P/7-8,32.5,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Rose Mountain,Phillip Enright,Martin Hassett,20.0,5.0,6.0,16.0,,14,00/P9,27.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Really Truly,J J Slevin,Joseph Patrick O'Brien,15.0,62.0,4.0,16.0,,14,0,27.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Rickety Kate,,Joseph Patrick O'Brien,15.0,62.0,4.0,16.0,,14,,40.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Loadstone,,Joseph Patrick O'Brien,15.0,62.0,4.0,16.0,,14,,42.5,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,4:56,Geashill Poet,,Adrian Murray,33.0,3.0,5.0,16.0,,14,,45.0,Active,Good,2m0f0y,0,0.0,0.0,0.0
Kilbeggan,5:32,Facile Ocean,Eoghan Finegan(5),Ciaran Murphy,27.0,11.0,5.0,19.0,,9,7-2321,7.0,Active,Good,2m2f200y,0,110.0,0.0,0.0
Kilbeggan,5:32,Magico,Daniel King,W P Mullins,40.0,25.0,5.0,19.0,,9,15,8.4,Active,Good,2m2f200y,0,0.0,0.0,0.0
Kilbeggan,5:32,No Mon No Fun,James Doyle,Jack Doyle,0.0,0.0,5.0,19.0,,9,F-P41,24.0,Active,Good,2m2f200y,0,105.0,0.0,0.0
Kilbeggan,5:32,Rosie's Wings,Danny Gilligan,Ross O'Sullivan,8.0,12.0,6.0,19.0,,9,66-313,12.5,Active,Good,2m2f200y,0,120.0,0.0,0.0
Kilbeggan,5:32,Mino Des Mottes,Jack Kennedy,Gordon Elliott,11.0,38.0,4.0,19.0,,9,202-12,4.7,Active,Good,2m2f200y,0,123.0,0.0,0.0
Kilbeggan,5:32,La Cote Fleurie,Darragh O'Keeffe,Henry De Bromhead,14.0,37.0,5.0,19.0,,9,1-31,4.4,Active,Good,2m2f200y,0,118.0,0.0,0.0
Kilbeggan,5:32,Eaglewood,Phillip Enright,Leonard Paul Flynn,0.0,1.0,6.0,19.0,,9,603-09,190.0,Active,Good,2m2f200y,0,93.0,0.0,0.0
Kilbeggan,5:32,Katie Can't Count,Brian Hayes,W P Mullins,40.0,25.0,6.0,19.0,,9,4,22.5,Active,Good,2m2f200y,0,0.0,0.0,0.0
Kilbeggan,5:32,Lakewood Rose,Miss N C Hennessy(7),Miss Niamh Carol Hennessy,0.0,0.0,8.0,19.0,,9,64-437,50.0,Active,Good,2m2f200y,0,98.0,0.0,0.0
Kilbeggan,6:05,Cloonainra,Shane Fitzsimons(7),John C McConnell,14.0,29.0,7.0,19.0,,16,845-07,12.5,Active,Good,2m2f200y,0,110.0,0.0,0.0
Kilbeggan,6:05,Magic Day,Darragh O'Keeffe,Henry De Bromhead,14.0,37.0,7.0,19.0,,16,503-62,11.5,Active,Good,2m2f200y,0,110.0,0.0,0.0
Kilbeggan,6:05,Mysilverriverfeale,Daniel King,Thomas Cooper,0.0,2.0,5.0,19.0,,16,8-5241,4.5,Active,Good,2m2f200y,0,106.0,0.0,0.0
Kilbeggan,6:05,Somersby Roost,Phillip Enright,Oliver McKiernan,17.0,6.0,6.0,19.0,,16,30-1PP,23.0,Active,Good,2m2f200y,0,106.0,0.0,0.0
Kilbeggan,6:05,Bhean Saibhre,Peter Smithers(5),Aidan Anthony Howard,50.0,2.0,5.0,19.0,,16,1-4P82,13.0,Active,Good,2m2f200y,0,105.0,0.0,0.0
Kilbeggan,6:05,Cocovic,Patrick M O'Brien(5),E McNamara,0.0,7.0,6.0,19.0,,16,229-35,16.0,Active,Good,2m2f200y,0,105.0,0.0,0.0
Kilbeggan,6:05,Pride Of Place,Charlie O'Dwyer(3),E Bolger,0.0,4.0,7.0,19.0,,16,98-1P3,6.2,Active,Good,2m2f200y,0,105.0,0.0,0.0
Kilbeggan,6:05,Secret Rock,Eoin Walsh,Cian Collins,0.0,14.0,7.0,19.0,,16,/5-109,22.0,Active,Good,2m2f200y,0,104.0,0.0,0.0
Kilbeggan,6:05,Emesteraye,Danny Gilligan,Ross O'Sullivan,8.0,12.0,5.0,19.0,,16,08-333,8.4,Active,Good,2m2f200y,0,103.0,0.0,0.0
Kilbeggan,6:05,Paul Collins,Philip Byrnes,Brian M McMahon,0.0,2.0,6.0,19.0,,16,00-P30,26.0,Active,Good,2m2f200y,0,103.0,0.0,0.0
